Source,Target,weight,Label
Saturday-Theft Plain - Petty ($950 & Under),Sunday-Child Neglect (See 300 W.I.C.),3,Saturday-Theft Plain - Petty ($950 & Under)
"Saturday-Assault With Deadly Weapon, Aggravated Assault",Sunday-Theft Plain - Attempt,1,"Saturday-Assault With Deadly Weapon, Aggravated Assault"
"Saturday-Assault With Deadly Weapon, Aggravated Assault",Sunday-Other Miscellaneous Crime,2,"Saturday-Assault With Deadly Weapon, Aggravated Assault"
Sunday-Theft Plain - Attempt,Monday-Theft Of Identity,1,Sunday-Theft Plain - Attempt
Sunday-Theft Plain - Attempt,Monday-Battery - Simple Assault,2,Sunday-Theft Plain - Attempt
Sunday-Theft Plain - Attempt,Monday-Arson,1,Sunday-Theft Plain - Attempt
Sunday-Theft Plain - Attempt,Monday-Theft Plain - Petty ($950 & Under),2,Sunday-Theft Plain - Attempt
Sunday-Theft Plain - Petty ($950 & Under),Monday-Arson,4,Sunday-Theft Plain - Petty ($950 & Under)
"Sunday-Assault With Deadly Weapon, Aggravated Assault",Monday-Arson,3,"Sunday-Assault With Deadly Weapon, Aggravated Assault"
Sunday-Other Miscellaneous Crime,Monday-Arson,2,Sunday-Other Miscellaneous Crime
Sunday-Child Neglect (See 300 W.I.C.),Monday-Arson,1,Sunday-Child Neglect (See 300 W.I.C.)
Sunday-Child Neglect (See 300 W.I.C.),Monday-Theft Plain - Petty ($950 & Under),5,Sunday-Child Neglect (See 300 W.I.C.)
"Sunday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Monday-Arson,3,"Sunday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
Sunday-Theft From Motor Vehicle - Petty ($950 & Under),Monday-Arson,1,Sunday-Theft From Motor Vehicle - Petty ($950 & Under)
Monday-Theft Of Identity,Tuesday-Trespassing,2,Monday-Theft Of Identity
Monday-Arson,Tuesday-Burglary,8,Monday-Arson
Monday-Arson,Tuesday-Trespassing,2,Monday-Arson
Monday-Arson,Tuesday-Theft Plain - Petty ($950 & Under),3,Monday-Arson
Tuesday-Trespassing,Wednesday-Theft Plain - Petty ($950 & Under),7,Tuesday-Trespassing
Tuesday-Trespassing,"Wednesday-Burglary, Attempted",1,Tuesday-Trespassing
Tuesday-Trespassing,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",4,Tuesday-Trespassing
Tuesday-Trespassing,"Wednesday-Embezzlement, Grand Theft ($950.01 & Over)",1,Tuesday-Trespassing
Wednesday-Robbery,Thursday-Violation Of Restraining Order,4,Wednesday-Robbery
Wednesday-Robbery,Thursday-Kidnapping - Grand Attempt,1,Wednesday-Robbery
Wednesday-Theft Plain - Petty ($950 & Under),Thursday-Kidnapping - Grand Attempt,1,Wednesday-Theft Plain - Petty ($950 & Under)
"Wednesday-Burglary, Attempted",Thursday-Violation Of Restraining Order,1,"Wednesday-Burglary, Attempted"
"Wednesday-Burglary, Attempted",Thursday-Burglary,3,"Wednesday-Burglary, Attempted"
"Wednesday-Burglary, Attempted",Thursday-Kidnapping - Grand Attempt,1,"Wednesday-Burglary, Attempted"
"Wednesday-Burglary, Attempted",Thursday-Theft From Motor Vehicle - Petty ($950 & Under),1,"Wednesday-Burglary, Attempted"
"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Thursday-Kidnapping - Grand Attempt,1,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
Wednesday-Battery - Simple Assault,Thursday-Violation Of Restraining Order,8,Wednesday-Battery - Simple Assault
Wednesday-Battery - Simple Assault,Thursday-Kidnapping - Grand Attempt,1,Wednesday-Battery - Simple Assault
"Wednesday-Embezzlement, Grand Theft ($950.01 & Over)",Thursday-Violation Of Restraining Order,1,"Wednesday-Embezzlement, Grand Theft ($950.01 & Over)"
"Wednesday-Embezzlement, Grand Theft ($950.01 & Over)",Thursday-Burglary,4,"Wednesday-Embezzlement, Grand Theft ($950.01 & Over)"
"Wednesday-Embezzlement, Grand Theft ($950.01 & Over)",Thursday-Kidnapping - Grand Attempt,1,"Wednesday-Embezzlement, Grand Theft ($950.01 & Over)"
"Wednesday-Embezzlement, Grand Theft ($950.01 & Over)",Thursday-Theft From Motor Vehicle - Petty ($950 & Under),4,"Wednesday-Embezzlement, Grand Theft ($950.01 & Over)"
"Wednesday-Assault With Deadly Weapon, Aggravated Assault",Thursday-Violation Of Restraining Order,6,"Wednesday-Assault With Deadly Weapon, Aggravated Assault"
"Wednesday-Assault With Deadly Weapon, Aggravated Assault",Thursday-Kidnapping - Grand Attempt,1,"Wednesday-Assault With Deadly Weapon, Aggravated Assault"
"Wednesday-Assault With Deadly Weapon, Aggravated Assault",Thursday-Theft From Motor Vehicle - Petty ($950 & Under),13,"Wednesday-Assault With Deadly Weapon, Aggravated Assault"
Thursday-Violation Of Restraining Order,"Friday-Rape, Forcible",1,Thursday-Violation Of Restraining Order
Thursday-Violation Of Restraining Order,"Friday-Letters, Lewd",1,Thursday-Violation Of Restraining Order
Thursday-Kidnapping - Grand Attempt,"Friday-Rape, Forcible",1,Thursday-Kidnapping - Grand Attempt
Thursday-Kidnapping - Grand Attempt,Friday-Theft Of Identity,2,Thursday-Kidnapping - Grand Attempt
Thursday-Kidnapping - Grand Attempt,"Friday-Letters, Lewd",1,Thursday-Kidnapping - Grand Attempt
Thursday-Kidnapping - Grand Attempt,Friday-Burglary,1,Thursday-Kidnapping - Grand Attempt
Thursday-Theft From Motor Vehicle - Petty ($950 & Under),"Friday-Rape, Forcible",3,Thursday-Theft From Motor Vehicle - Petty ($950 & Under)
"Friday-Rape, Forcible",Saturday-Battery - Simple Assault,5,"Friday-Rape, Forcible"
"Friday-Rape, Forcible",Saturday-Other Miscellaneous Crime,1,"Friday-Rape, Forcible"
"Friday-Rape, Forcible",Saturday-Intimate Partner - Simple Assault,5,"Friday-Rape, Forcible"
"Friday-Rape, Forcible",Saturday-Theft From Motor Vehicle - Petty ($950 & Under),2,"Friday-Rape, Forcible"
"Friday-Letters, Lewd",Saturday-Other Miscellaneous Crime,2,"Friday-Letters, Lewd"
Saturday-Robbery,Sunday-Battery With Sexual Contact,7,Saturday-Robbery
Saturday-Battery - Simple Assault,"Sunday-Rape, Forcible",6,Saturday-Battery - Simple Assault
Saturday-Battery - Simple Assault,"Sunday-Burglary, Attempted",1,Saturday-Battery - Simple Assault
Saturday-Other Miscellaneous Crime,Sunday-Battery With Sexual Contact,2,Saturday-Other Miscellaneous Crime
Saturday-Other Miscellaneous Crime,"Sunday-Rape, Forcible",2,Saturday-Other Miscellaneous Crime
Saturday-Other Miscellaneous Crime,Sunday-Battery - Simple Assault,19,Saturday-Other Miscellaneous Crime
Saturday-Other Miscellaneous Crime,"Sunday-Burglary, Attempted",1,Saturday-Other Miscellaneous Crime
Saturday-Other Miscellaneous Crime,Sunday-Intimate Partner - Simple Assault,10,Saturday-Other Miscellaneous Crime
Saturday-Intimate Partner - Simple Assault,"Sunday-Rape, Forcible",1,Saturday-Intimate Partner - Simple Assault
Saturday-Intimate Partner - Simple Assault,"Sunday-Burglary, Attempted",2,Saturday-Intimate Partner - Simple Assault
Saturday-Theft From Motor Vehicle - Petty ($950 & Under),Sunday-Battery With Sexual Contact,4,Saturday-Theft From Motor Vehicle - Petty ($950 & Under)
Saturday-Theft From Motor Vehicle - Petty ($950 & Under),"Sunday-Rape, Forcible",2,Saturday-Theft From Motor Vehicle - Petty ($950 & Under)
Saturday-Theft From Motor Vehicle - Petty ($950 & Under),"Sunday-Burglary, Attempted",1,Saturday-Theft From Motor Vehicle - Petty ($950 & Under)
Sunday-Battery With Sexual Contact,Monday-Battery - Simple Assault,3,Sunday-Battery With Sexual Contact
"Sunday-Rape, Forcible","Monday-Letters, Lewd",1,"Sunday-Rape, Forcible"
"Sunday-Rape, Forcible",Monday-Battery - Simple Assault,5,"Sunday-Rape, Forcible"
Sunday-Burglary,"Monday-Letters, Lewd",7,Sunday-Burglary
"Tuesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114","Wednesday-Burglary, Attempted",3,"Tuesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
Wednesday-Vehicle - Stolen,Thursday-Intimate Partner - Aggravated Assault,3,Wednesday-Vehicle - Stolen
"Wednesday-Burglary, Attempted","Thursday-Assault With Deadly Weapon, Aggravated Assault",5,"Wednesday-Burglary, Attempted"
"Wednesday-Burglary, Attempted",Thursday-Robbery,1,"Wednesday-Burglary, Attempted"
"Wednesday-Burglary, Attempted",Thursday-Intimate Partner - Aggravated Assault,2,"Wednesday-Burglary, Attempted"
Wednesday-Burglary,Thursday-Intimate Partner - Aggravated Assault,7,Wednesday-Burglary
Thursday-Robbery,"Friday-Assault With Deadly Weapon, Aggravated Assault",26,Thursday-Robbery
Thursday-Robbery,Friday-Trespassing,5,Thursday-Robbery
Thursday-Intimate Partner - Aggravated Assault,"Friday-Assault With Deadly Weapon, Aggravated Assault",3,Thursday-Intimate Partner - Aggravated Assault
Thursday-Intimate Partner - Aggravated Assault,Friday-Vehicle - Stolen,4,Thursday-Intimate Partner - Aggravated Assault
Thursday-Intimate Partner - Aggravated Assault,Friday-Battery - Simple Assault,1,Thursday-Intimate Partner - Aggravated Assault
Thursday-Intimate Partner - Aggravated Assault,Friday-Trespassing,1,Thursday-Intimate Partner - Aggravated Assault
Thursday-Intimate Partner - Aggravated Assault,Friday-Theft Plain - Petty ($950 & Under),2,Thursday-Intimate Partner - Aggravated Assault
Thursday-Intimate Partner - Aggravated Assault,Friday-Burglary,3,Thursday-Intimate Partner - Aggravated Assault
"Friday-Assault With Deadly Weapon, Aggravated Assault","Saturday-Theft, Person",10,"Friday-Assault With Deadly Weapon, Aggravated Assault"
Friday-Vehicle - Stolen,"Saturday-Theft, Person",16,Friday-Vehicle - Stolen
Friday-Vehicle - Stolen,"Saturday-Letters, Lewd",6,Friday-Vehicle - Stolen
Friday-Battery - Simple Assault,"Saturday-Theft, Person",12,Friday-Battery - Simple Assault
Friday-Trespassing,"Saturday-Theft, Person",6,Friday-Trespassing
Friday-Trespassing,Saturday-Theft From Motor Vehicle - Petty ($950 & Under),10,Friday-Trespassing
Friday-Trespassing,"Saturday-Letters, Lewd",3,Friday-Trespassing
Friday-Theft Plain - Petty ($950 & Under),"Saturday-Theft, Person",13,Friday-Theft Plain - Petty ($950 & Under)
Friday-Theft Plain - Petty ($950 & Under),"Saturday-Letters, Lewd",10,Friday-Theft Plain - Petty ($950 & Under)
Friday-Burglary,"Saturday-Theft, Person",14,Friday-Burglary
Friday-Burglary,"Saturday-Letters, Lewd",6,Friday-Burglary
"Saturday-Theft, Person",Sunday-Attempted Robbery,2,"Saturday-Theft, Person"
"Saturday-Theft, Person",Sunday-Criminal Threats - No Weapon Displayed,5,"Saturday-Theft, Person"
"Saturday-Theft, Person","Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under",2,"Saturday-Theft, Person"
"Saturday-Theft, Person","Sunday-Assault With Deadly Weapon, Aggravated Assault",8,"Saturday-Theft, Person"
Saturday-Theft Plain - Petty ($950 & Under),"Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under",2,Saturday-Theft Plain - Petty ($950 & Under)
Saturday-Theft From Motor Vehicle - Petty ($950 & Under),"Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under",2,Saturday-Theft From Motor Vehicle - Petty ($950 & Under)
"Saturday-Letters, Lewd",Sunday-Attempted Robbery,1,"Saturday-Letters, Lewd"
"Saturday-Letters, Lewd",Sunday-Criminal Threats - No Weapon Displayed,3,"Saturday-Letters, Lewd"
"Saturday-Letters, Lewd","Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under",1,"Saturday-Letters, Lewd"
Saturday-Vehicle - Stolen,"Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under",1,Saturday-Vehicle - Stolen
Sunday-Attempted Robbery,Monday-Shoplifting - Petty Theft ($950 & Under),3,Sunday-Attempted Robbery
Sunday-Attempted Robbery,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,1,Sunday-Attempted Robbery
Sunday-Criminal Threats - No Weapon Displayed,Monday-Shoplifting - Petty Theft ($950 & Under),5,Sunday-Criminal Threats - No Weapon Displayed
Sunday-Criminal Threats - No Weapon Displayed,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,2,Sunday-Criminal Threats - No Weapon Displayed
"Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under",Monday-Shoplifting - Petty Theft ($950 & Under),1,"Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under"
"Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under",Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,1,"Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under"
"Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under",Monday-Vehicle - Stolen,2,"Sunday-Defrauding Innkeeper/Theft Of Services, $400 & Under"
Monday-Shoplifting - Petty Theft ($950 & Under),Tuesday-Brandish Weapon,2,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Shoplifting - Petty Theft ($950 & Under),Tuesday-Child Abuse (Physical) - Aggravated Assault,1,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Tuesday-Brandish Weapon,1,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,Tuesday-Child Abuse (Physical) - Aggravated Assault,1,Monday-Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060
Monday-Vehicle - Stolen,Tuesday-Brandish Weapon,3,Monday-Vehicle - Stolen
Tuesday-Brandish Weapon,Wednesday-Battery - Simple Assault,3,Tuesday-Brandish Weapon
Tuesday-Brandish Weapon,"Wednesday-Assault With Deadly Weapon, Aggravated Assault",5,Tuesday-Brandish Weapon
Tuesday-Brandish Weapon,Wednesday-Robbery,4,Tuesday-Brandish Weapon
Tuesday-Brandish Weapon,Wednesday-Vandalism - Misdeameanor ($399 Or Under),4,Tuesday-Brandish Weapon
Tuesday-Brandish Weapon,Wednesday-Burglary From Vehicle,8,Tuesday-Brandish Weapon
Tuesday-Child Abuse (Physical) - Aggravated Assault,Wednesday-Robbery,2,Tuesday-Child Abuse (Physical) - Aggravated Assault
Tuesday-Child Abuse (Physical) - Aggravated Assault,Wednesday-Vandalism - Misdeameanor ($399 Or Under),2,Tuesday-Child Abuse (Physical) - Aggravated Assault
Tuesday-Child Abuse (Physical) - Aggravated Assault,Wednesday-Vehicle - Stolen,2,Tuesday-Child Abuse (Physical) - Aggravated Assault
Tuesday-Child Abuse (Physical) - Aggravated Assault,Wednesday-Theft From Motor Vehicle - Petty ($950 & Under),1,Tuesday-Child Abuse (Physical) - Aggravated Assault
"Wednesday-Assault With Deadly Weapon, Aggravated Assault",Thursday-Violation Of Court Order,7,"Wednesday-Assault With Deadly Weapon, Aggravated Assault"
Wednesday-Robbery,Thursday-Violation Of Court Order,11,Wednesday-Robbery
Wednesday-Vandalism - Misdeameanor ($399 Or Under),Thursday-Violation Of Court Order,6,Wednesday-Vandalism - Misdeameanor ($399 Or Under)
Wednesday-Burglary From Vehicle,Thursday-Violation Of Court Order,11,Wednesday-Burglary From Vehicle
Wednesday-Theft From Motor Vehicle - Petty ($950 & Under),Thursday-Violation Of Court Order,6,Wednesday-Theft From Motor Vehicle - Petty ($950 & Under)
Wednesday-Theft Of Identity,Thursday-Violation Of Court Order,9,Wednesday-Theft Of Identity
Thursday-Violation Of Court Order,Friday-Robbery,9,Thursday-Violation Of Court Order
Thursday-Violation Of Court Order,Friday-Vandalism - Misdeameanor ($399 Or Under),8,Thursday-Violation Of Court Order
Thursday-Violation Of Court Order,Friday-Theft Of Identity,11,Thursday-Violation Of Court Order
Thursday-Violation Of Court Order,Friday-Burglary,19,Thursday-Violation Of Court Order
Thursday-Violation Of Court Order,Friday-Battery - Simple Assault,17,Thursday-Violation Of Court Order
Thursday-Violation Of Court Order,Friday-Vehicle - Stolen,8,Thursday-Violation Of Court Order
Saturday-Vehicle - Stolen,Sunday-Violation Of Restraining Order,8,Saturday-Vehicle - Stolen
Saturday-Vehicle - Stolen,Sunday-Battery Police (Simple),4,Saturday-Vehicle - Stolen
